GENERATION_PROJECT,timepoints,dispatch_slack_up
Jiangxi-Hydro_Nonpumped-2022,2025.05.22.16,0
Jiangxi-Hydro_Nonpumped-2022,2025.05.22.20,0
Jiangxi-Hydro_Nonpumped-2022,2025.06.16.00,0
Jiangxi-Hydro_Nonpumped-2022,2025.06.16.04,0
Jiangxi-Hydro_Nonpumped-2022,2025.06.16.08,0
Jiangxi-Hydro_Nonpumped-2022,2025.06.16.12,82.32
Jiangxi-Hydro_Nonpumped-2022,2025.06.16.16,0
Jiangxi-Hydro_Nonpumped-2022,2025.06.16.20,0
Jiangxi-Hydro_Nonpumped-2022,2025.07.22.00,3056.45
Jiangxi-Hydro_Nonpumped-2022,2025.07.22.04,4620.33
Jiangxi-Hydro_Nonpumped-2022,2025.07.22.08,4620.33
Jiangxi-Hydro_Nonpumped-2022,2025.07.22.12,2856.81
Jiangxi-Hydro_Nonpumped-2022,2025.07.22.16,595.905
Jiangxi-Hydro_Nonpumped-2022,2025.07.22.20,592.097
Jiangxi-Hydro_Nonpumped-2022,2025.08.19.00,5230.75
Jiangxi-Hydro_Nonpumped-2022,2025.08.19.04,4839.87
Jiangxi-Hydro_Nonpumped-2022,2025.08.19.08,5027.27
Jiangxi-Hydro_Nonpumped-2022,2025.08.19.12,4789.29
Jiangxi-Hydro_Nonpumped-2022,2025.08.19.16,3779.82
Jiangxi-Hydro_Nonpumped-2022,2025.08.19.20,0
Jiangxi-Hydro_Nonpumped-2022,2025.09.20.00,2693.38
Jiangxi-Hydro_Nonpumped-2022,2025.09.20.04,1747.65
Jiangxi-Hydro_Nonpumped-2022,2025.09.20.08,5390.62
Jiangxi-Hydro_Nonpumped-2022,2025.09.20.12,5390.62
Jiangxi-Hydro_Nonpumped-2022,2025.09.20.16,5143.71
Jiangxi-Hydro_Nonpumped-2022,2025.09.20.20,5219.48
Jiangxi-Hydro_Nonpumped-2022,2025.10.26.00,5060.02
Jiangxi-Hydro_Nonpumped-2022,2025.10.26.04,3525.77
Jiangxi-Hydro_Nonpumped-2022,2025.10.26.08,5703.1
Jiangxi-Hydro_Nonpumped-2022,2025.10.26.12,5703.1
Jiangxi-Hydro_Nonpumped-2022,2025.10.26.16,3640.13
Jiangxi-Hydro_Nonpumped-2022,2025.10.26.20,5703.1
Jiangxi-Hydro_Nonpumped-2022,2025.11.19.00,5801.93
Jiangxi-Hydro_Nonpumped-2022,2025.11.19.04,5144.32
Jiangxi-Hydro_Nonpumped-2022,2025.11.19.08,4315.9
Jiangxi-Hydro_Nonpumped-2022,2025.11.19.12,3655.17
Jiangxi-Hydro_Nonpumped-2022,2025.11.19.16,5801.93
Jiangxi-Hydro_Nonpumped-2022,2025.11.19.20,5801.93
Jiangxi-Hydro_Nonpumped-2022,2025.12.16.00,5942.18
Jiangxi-Hydro_Nonpumped-2022,2025.12.16.04,4585.47
Jiangxi-Hydro_Nonpumped-2022,2025.12.16.08,5942.18
Jiangxi-Hydro_Nonpumped-2022,2025.12.16.12,5942.18
Jiangxi-Hydro_Nonpumped-2022,2025.12.16.16,4151.24
Jiangxi-Hydro_Nonpumped-2022,2025.12.16.20,5640.95
Jiangxi-PV-2022,2025.01.22.00,0
Jiangxi-PV-2022,2025.01.22.04,0
Jiangxi-PV-2022,2025.01.22.08,0
Jiangxi-PV-2022,2025.01.22.12,0
Jiangxi-PV-2022,2025.01.22.16,0
Jiangxi-PV-2022,2025.01.22.20,0
Jiangxi-PV-2022,2025.02.08.00,0
Jiangxi-PV-2022,2025.02.08.04,0
Jiangxi-PV-2022,2025.02.08.08,0
Jiangxi-PV-2022,2025.02.08.12,0
Jiangxi-PV-2022,2025.02.08.16,0
Jiangxi-PV-2022,2025.02.08.20,0
Jiangxi-PV-2022,2025.03.21.00,0
Jiangxi-PV-2022,2025.03.21.04,0
Jiangxi-PV-2022,2025.03.21.08,0
Jiangxi-PV-2022,2025.03.21.12,0
Jiangxi-PV-2022,2025.03.21.16,0
Jiangxi-PV-2022,2025.03.21.20,0
Jiangxi-PV-2022,2025.04.11.00,0
Jiangxi-PV-2022,2025.04.11.04,0
Jiangxi-PV-2022,2025.04.11.08,0
Jiangxi-PV-2022,2025.04.11.12,0
Jiangxi-PV-2022,2025.04.11.16,0
Jiangxi-PV-2022,2025.04.11.20,0
Jiangxi-PV-2022,2025.05.22.00,0
Jiangxi-PV-2022,2025.05.22.04,0
Jiangxi-PV-2022,2025.05.22.08,0
Jiangxi-PV-2022,2025.05.22.12,0
Jiangxi-PV-2022,2025.05.22.16,0
Jiangxi-PV-2022,2025.05.22.20,0
Jiangxi-PV-2022,2025.06.16.00,0
Jiangxi-PV-2022,2025.06.16.04,0
Jiangxi-PV-2022,2025.06.16.08,0
Jiangxi-PV-2022,2025.06.16.12,0
Jiangxi-PV-2022,2025.06.16.16,0
Jiangxi-PV-2022,2025.06.16.20,0
Jiangxi-PV-2022,2025.07.22.00,0
Jiangxi-PV-2022,2025.07.22.04,0
Jiangxi-PV-2022,2025.07.22.08,0
Jiangxi-PV-2022,2025.07.22.12,0
Jiangxi-PV-2022,2025.07.22.16,0
Jiangxi-PV-2022,2025.07.22.20,0
Jiangxi-PV-2022,2025.08.19.00,0
Jiangxi-PV-2022,2025.08.19.04,0
Jiangxi-PV-2022,2025.08.19.08,0
Jiangxi-PV-2022,2025.08.19.12,0
Jiangxi-PV-2022,2025.08.19.16,0
Jiangxi-PV-2022,2025.08.19.20,0
Jiangxi-PV-2022,2025.09.20.00,0
Jiangxi-PV-2022,2025.09.20.04,0
Jiangxi-PV-2022,2025.09.20.08,0
Jiangxi-PV-2022,2025.09.20.12,0
Jiangxi-PV-2022,2025.09.20.16,0
Jiangxi-PV-2022,2025.09.20.20,0
Jiangxi-PV-2022,2025.10.26.00,0
Jiangxi-PV-2022,2025.10.26.04,0
Jiangxi-PV-2022,2025.10.26.08,0
Jiangxi-PV-2022,2025.10.26.12,0
Jiangxi-PV-2022,2025.10.26.16,0
Jiangxi-PV-2022,2025.10.26.20,0
Jiangxi-PV-2022,2025.11.19.00,0
Jiangxi-PV-2022,2025.11.19.04,0
Jiangxi-PV-2022,2025.11.19.08,0
Jiangxi-PV-2022,2025.11.19.12,0
Jiangxi-PV-2022,2025.11.19.16,0
Jiangxi-PV-2022,2025.11.19.20,0
Jiangxi-PV-2022,2025.12.16.00,0
Jiangxi-PV-2022,2025.12.16.04,0
Jiangxi-PV-2022,2025.12.16.08,0
Jiangxi-PV-2022,2025.12.16.12,0
Jiangxi-PV-2022,2025.12.16.16,0
Jiangxi-PV-2022,2025.12.16.20,0
Jiangxi-Wind-2022,2025.01.22.00,0
Jiangxi-Wind-2022,2025.01.22.04,0
Jiangxi-Wind-2022,2025.01.22.08,0
Jiangxi-Wind-2022,2025.01.22.12,0
Jiangxi-Wind-2022,2025.01.22.16,0
Jiangxi-Wind-2022,2025.01.22.20,0
Jiangxi-Wind-2022,2025.02.08.00,0
Jiangxi-Wind-2022,2025.02.08.04,0
Jiangxi-Wind-2022,2025.02.08.08,0
Jiangxi-Wind-2022,2025.02.08.12,0
Jiangxi-Wind-2022,2025.02.08.16,0
Jiangxi-Wind-2022,2025.02.08.20,0
Jiangxi-Wind-2022,2025.03.21.00,0
Jiangxi-Wind-2022,2025.03.21.04,0
Jiangxi-Wind-2022,2025.03.21.08,0
Jiangxi-Wind-2022,2025.03.21.12,0
Jiangxi-Wind-2022,2025.03.21.16,0
Jiangxi-Wind-2022,2025.03.21.20,0
Jiangxi-Wind-2022,2025.04.11.00,0
Jiangxi-Wind-2022,2025.04.11.04,0
Jiangxi-Wind-2022,2025.04.11.08,0
Jiangxi-Wind-2022,2025.04.11.12,0
Jiangxi-Wind-2022,2025.04.11.16,0
Jiangxi-Wind-2022,2025.04.11.20,0
Jiangxi-Wind-2022,2025.05.22.00,0
Jiangxi-Wind-2022,2025.05.22.04,0
Jiangxi-Wind-2022,2025.05.22.08,0
Jiangxi-Wind-2022,2025.05.22.12,0
Jiangxi-Wind-2022,2025.05.22.16,0
Jiangxi-Wind-2022,2025.05.22.20,0
Jiangxi-Wind-2022,2025.06.16.00,0
Jiangxi-Wind-2022,2025.06.16.04,0
Jiangxi-Wind-2022,2025.06.16.08,0
Jiangxi-Wind-2022,2025.06.16.12,0
Jiangxi-Wind-2022,2025.06.16.16,0
Jiangxi-Wind-2022,2025.06.16.20,0
Jiangxi-Wind-2022,2025.07.22.00,0
Jiangxi-Wind-2022,2025.07.22.04,0
Jiangxi-Wind-2022,2025.07.22.08,0
Jiangxi-Wind-2022,2025.07.22.12,0
Jiangxi-Wind-2022,2025.07.22.16,0
Jiangxi-Wind-2022,2025.07.22.20,0
Jiangxi-Wind-2022,2025.08.19.00,0
Jiangxi-Wind-2022,2025.08.19.04,0
Jiangxi-Wind-2022,2025.08.19.08,0
Jiangxi-Wind-2022,2025.08.19.12,0
Jiangxi-Wind-2022,2025.08.19.16,0
Jiangxi-Wind-2022,2025.08.19.20,0
Jiangxi-Wind-2022,2025.09.20.00,0
Jiangxi-Wind-2022,2025.09.20.04,0
Jiangxi-Wind-2022,2025.09.20.08,0
Jiangxi-Wind-2022,2025.09.20.12,0
Jiangxi-Wind-2022,2025.09.20.16,0
Jiangxi-Wind-2022,2025.09.20.20,0
Jiangxi-Wind-2022,2025.10.26.00,0
Jiangxi-Wind-2022,2025.10.26.04,0
Jiangxi-Wind-2022,2025.10.26.08,0
Jiangxi-Wind-2022,2025.10.26.12,0
Jiangxi-Wind-2022,2025.10.26.16,0
Jiangxi-Wind-2022,2025.10.26.20,0
Jiangxi-Wind-2022,2025.11.19.00,0
Jiangxi-Wind-2022,2025.11.19.04,0
Jiangxi-Wind-2022,2025.11.19.08,0
Jiangxi-Wind-2022,2025.11.19.12,0
Jiangxi-Wind-2022,2025.11.19.16,0
Jiangxi-Wind-2022,2025.11.19.20,0
Jiangxi-Wind-2022,2025.12.16.00,0
Jiangxi-Wind-2022,2025.12.16.04,0
Jiangxi-Wind-2022,2025.12.16.08,0
Jiangxi-Wind-2022,2025.12.16.12,0
Jiangxi-Wind-2022,2025.12.16.16,0
Jiangxi-Wind-2022,2025.12.16.20,0
Jilin-Central_PV-2022,2025.01.22.00,0
Jilin-Central_PV-2022,2025.01.22.04,0
Jilin-Central_PV-2022,2025.01.22.08,0
Jilin-Central_PV-2022,2025.01.22.12,0
Jilin-Central_PV-2022,2025.01.22.16,0
Jilin-Central_PV-2022,2025.01.22.20,0
Jilin-Central_PV-2022,2025.02.08.00,0
Jilin-Central_PV-2022,2025.02.08.04,0
Jilin-Central_PV-2022,2025.02.08.08,0
Jilin-Central_PV-2022,2025.02.08.12,0
Jilin-Central_PV-2022,2025.02.08.16,0
Jilin-Central_PV-2022,2025.02.08.20,0
Jilin-Central_PV-2022,2025.03.21.00,0
Jilin-Central_PV-2022,2025.03.21.04,0
Jilin-Central_PV-2022,2025.03.21.08,0
Jilin-Central_PV-2022,2025.03.21.12,0
Jilin-Central_PV-2022,2025.03.21.16,0
Jilin-Central_PV-2022,2025.03.21.20,0
Jilin-Central_PV-2022,2025.04.11.00,0
Jilin-Central_PV-2022,2025.04.11.04,0
Jilin-Central_PV-2022,2025.04.11.08,0
Jilin-Central_PV-2022,2025.04.11.12,0
Jilin-Central_PV-2022,2025.04.11.16,0
Jilin-Central_PV-2022,2025.04.11.20,0
Jilin-Central_PV-2022,2025.05.22.00,0
Jilin-Central_PV-2022,2025.05.22.04,0
Jilin-Central_PV-2022,2025.05.22.08,0
Jilin-Central_PV-2022,2025.05.22.12,0
Jilin-Central_PV-2022,2025.05.22.16,0
Jilin-Central_PV-2022,2025.05.22.20,0
Jilin-Central_PV-2022,2025.06.16.00,0
Jilin-Central_PV-2022,2025.06.16.04,0
Jilin-Central_PV-2022,2025.06.16.08,0
Jilin-Central_PV-2022,2025.06.16.12,0
Jilin-Central_PV-2022,2025.06.16.16,0
Jilin-Central_PV-2022,2025.06.16.20,0
Jilin-Central_PV-2022,2025.07.22.00,0
Jilin-Central_PV-2022,2025.07.22.04,0
Jilin-Central_PV-2022,2025.07.22.08,0
Jilin-Central_PV-2022,2025.07.22.12,0
Jilin-Central_PV-2022,2025.07.22.16,0
Jilin-Central_PV-2022,2025.07.22.20,0
Jilin-Central_PV-2022,2025.08.19.00,0
Jilin-Central_PV-2022,2025.08.19.04,0
Jilin-Central_PV-2022,2025.08.19.08,0
Jilin-Central_PV-2022,2025.08.19.12,0
Jilin-Central_PV-2022,2025.08.19.16,0
Jilin-Central_PV-2022,2025.08.19.20,0
Jilin-Central_PV-2022,2025.09.20.00,0
Jilin-Central_PV-2022,2025.09.20.04,0
Jilin-Central_PV-2022,2025.09.20.08,0
Jilin-Central_PV-2022,2025.09.20.12,0
Jilin-Central_PV-2022,2025.09.20.16,0
Jilin-Central_PV-2022,2025.09.20.20,0
Jilin-Central_PV-2022,2025.10.26.00,0
Jilin-Central_PV-2022,2025.10.26.04,0
Jilin-Central_PV-2022,2025.10.26.08,0
Jilin-Central_PV-2022,2025.10.26.12,0
Jilin-Central_PV-2022,2025.10.26.16,0
Jilin-Central_PV-2022,2025.10.26.20,0
Jilin-Central_PV-2022,2025.11.19.00,0
Jilin-Central_PV-2022,2025.11.19.04,0
Jilin-Central_PV-2022,2025.11.19.08,0
Jilin-Central_PV-2022,2025.11.19.12,0
Jilin-Central_PV-2022,2025.11.19.16,0
Jilin-Central_PV-2022,2025.11.19.20,0
Jilin-Central_PV-2022,2025.12.16.00,0
Jilin-Central_PV-2022,2025.12.16.04,0
Jilin-Central_PV-2022,2025.12.16.08,0
Jilin-Central_PV-2022,2025.12.16.12,0
Jilin-Central_PV-2022,2025.12.16.16,0
Jilin-Central_PV-2022,2025.12.16.20,0
Jilin-Coal-2022,2025.01.22.00,0
Jilin-Coal-2022,2025.01.22.04,0
Jilin-Coal-2022,2025.01.22.08,0
Jilin-Coal-2022,2025.01.22.12,0
Jilin-Coal-2022,2025.01.22.16,0
Jilin-Coal-2022,2025.01.22.20,0
Jilin-Coal-2022,2025.02.08.00,0
Jilin-Coal-2022,2025.02.08.04,0
Jilin-Coal-2022,2025.02.08.08,0
Jilin-Coal-2022,2025.02.08.12,0
Jilin-Coal-2022,2025.02.08.16,0
Jilin-Coal-2022,2025.02.08.20,0
Jilin-Coal-2022,2025.03.21.00,3239.5
Jilin-Coal-2022,2025.03.21.04,0
Jilin-Coal-2022,2025.03.21.08,3964.22
Jilin-Coal-2022,2025.03.21.12,2594.98
Jilin-Coal-2022,2025.03.21.16,326.833
Jilin-Coal-2022,2025.03.21.20,0
Jilin-Coal-2022,2025.04.11.00,5613
Jilin-Coal-2022,2025.04.11.04,2419.22
Jilin-Coal-2022,2025.04.11.08,3323.23
Jilin-Coal-2022,2025.04.11.12,0
Jilin-Coal-2022,2025.04.11.16,0
Jilin-Coal-2022,2025.04.11.20,2373.5
Jilin-Coal-2022,2025.05.22.00,0
Jilin-Coal-2022,2025.05.22.04,0
Jilin-Coal-2022,2025.05.22.08,5020.42
Jilin-Coal-2022,2025.05.22.12,0
Jilin-Coal-2022,2025.05.22.16,0
Jilin-Coal-2022,2025.05.22.20,0
Jilin-Coal-2022,2025.06.16.00,0
Jilin-Coal-2022,2025.06.16.04,0
Jilin-Coal-2022,2025.06.16.08,0
Jilin-Coal-2022,2025.06.16.12,0
Jilin-Coal-2022,2025.06.16.16,0
Jilin-Coal-2022,2025.06.16.20,0
Jilin-Coal-2022,2025.07.22.00,0
Jilin-Coal-2022,2025.07.22.04,3116.33
Jilin-Coal-2022,2025.07.22.08,2901.63
Jilin-Coal-2022,2025.07.22.12,0
Jilin-Coal-2022,2025.07.22.16,2167.99
Jilin-Coal-2022,2025.07.22.20,0
Jilin-Coal-2022,2025.08.19.00,6338.24
Jilin-Coal-2022,2025.08.19.04,9223.18
Jilin-Coal-2022,2025.08.19.08,650.39
Jilin-Coal-2022,2025.08.19.12,1957.48
Jilin-Coal-2022,2025.08.19.16,5646.99
Jilin-Coal-2022,2025.08.19.20,3098.74
Jilin-Coal-2022,2025.09.20.00,139.535
Jilin-Coal-2022,2025.09.20.04,7200.22
Jilin-Coal-2022,2025.09.20.08,893.151
Jilin-Coal-2022,2025.09.20.12,0
Jilin-Coal-2022,2025.09.20.16,0
Jilin-Coal-2022,2025.09.20.20,0
Jilin-Coal-2022,2025.10.26.00,7749.75
Jilin-Coal-2022,2025.10.26.04,8470.6
Jilin-Coal-2022,2025.10.26.08,4064.53
Jilin-Coal-2022,2025.10.26.12,0
Jilin-Coal-2022,2025.10.26.16,1270.75
Jilin-Coal-2022,2025.10.26.20,4510.25
Jilin-Coal-2022,2025.11.19.00,0
Jilin-Coal-2022,2025.11.19.04,0
Jilin-Coal-2022,2025.11.19.08,0
Jilin-Coal-2022,2025.11.19.12,0
Jilin-Coal-2022,2025.11.19.16,0
Jilin-Coal-2022,2025.11.19.20,0
Jilin-Coal-2022,2025.12.16.00,0
Jilin-Coal-2022,2025.12.16.04,0
Jilin-Coal-2022,2025.12.16.08,0
Jilin-Coal-2022,2025.12.16.12,0
Jilin-Coal-2022,2025.12.16.16,0
Jilin-Coal-2022,2025.12.16.20,0
Jilin-Gas-2022,2025.01.22.00,0
Jilin-Gas-2022,2025.01.22.04,0
Jilin-Gas-2022,2025.01.22.08,0
Jilin-Gas-2022,2025.01.22.12,0
Jilin-Gas-2022,2025.01.22.16,15.68
Jilin-Gas-2022,2025.01.22.20,15.68
Jilin-Gas-2022,2025.02.08.00,0
Jilin-Gas-2022,2025.02.08.04,0
Jilin-Gas-2022,2025.02.08.08,0
Jilin-Gas-2022,2025.02.08.12,0
Jilin-Gas-2022,2025.02.08.16,0
Jilin-Gas-2022,2025.02.08.20,0
Jilin-Gas-2022,2025.03.21.00,0
Jilin-Gas-2022,2025.03.21.04,0
Jilin-Gas-2022,2025.03.21.08,0
Jilin-Gas-2022,2025.03.21.12,0
Jilin-Gas-2022,2025.03.21.16,0
Jilin-Gas-2022,2025.03.21.20,0
Jilin-Gas-2022,2025.04.11.00,0
Jilin-Gas-2022,2025.04.11.04,0
Jilin-Gas-2022,2025.04.11.08,0
Jilin-Gas-2022,2025.04.11.12,0
Jilin-Gas-2022,2025.04.11.16,0
Jilin-Gas-2022,2025.04.11.20,0
Jilin-Gas-2022,2025.05.22.00,0
Jilin-Gas-2022,2025.05.22.04,0
Jilin-Gas-2022,2025.05.22.08,0
Jilin-Gas-2022,2025.05.22.12,0
Jilin-Gas-2022,2025.05.22.16,0
Jilin-Gas-2022,2025.05.22.20,0
Jilin-Gas-2022,2025.06.16.00,0
Jilin-Gas-2022,2025.06.16.04,0
Jilin-Gas-2022,2025.06.16.08,0
Jilin-Gas-2022,2025.06.16.12,0
Jilin-Gas-2022,2025.06.16.16,0
Jilin-Gas-2022,2025.06.16.20,0
Jilin-Gas-2022,2025.07.22.00,0
Jilin-Gas-2022,2025.07.22.04,0
Jilin-Gas-2022,2025.07.22.08,0
Jilin-Gas-2022,2025.07.22.12,0
Jilin-Gas-2022,2025.07.22.16,0
Jilin-Gas-2022,2025.07.22.20,0
Jilin-Gas-2022,2025.08.19.00,0
Jilin-Gas-2022,2025.08.19.04,0
Jilin-Gas-2022,2025.08.19.08,0
Jilin-Gas-2022,2025.08.19.12,0
Jilin-Gas-2022,2025.08.19.16,0
Jilin-Gas-2022,2025.08.19.20,0
Jilin-Gas-2022,2025.09.20.00,0
Jilin-Gas-2022,2025.09.20.04,0
Jilin-Gas-2022,2025.09.20.08,0
Jilin-Gas-2022,2025.09.20.12,0
Jilin-Gas-2022,2025.09.20.16,0
Jilin-Gas-2022,2025.09.20.20,0
Jilin-Gas-2022,2025.10.26.00,0
Jilin-Gas-2022,2025.10.26.04,0
Jilin-Gas-2022,2025.10.26.08,0
Jilin-Gas-2022,2025.10.26.12,0
Jilin-Gas-2022,2025.10.26.16,0
Jilin-Gas-2022,2025.10.26.20,0
Jilin-Gas-2022,2025.11.19.00,0
Jilin-Gas-2022,2025.11.19.04,0
Jilin-Gas-2022,2025.11.19.08,0
Jilin-Gas-2022,2025.11.19.12,0
Jilin-Gas-2022,2025.11.19.16,15.68
Jilin-Gas-2022,2025.11.19.20,15.68
Jilin-Gas-2022,2025.12.16.00,0
Jilin-Gas-2022,2025.12.16.04,0
Jilin-Gas-2022,2025.12.16.08,0
Jilin-Gas-2022,2025.12.16.12,0
Jilin-Gas-2022,2025.12.16.16,15.68
Jilin-Gas-2022,2025.12.16.20,15.68
Jilin-Hydro_Nonpumped-2022,2025.01.22.00,5730.59
Jilin-Hydro_Nonpumped-2022,2025.01.22.04,5730.59
Jilin-Hydro_Nonpumped-2022,2025.01.22.08,5730.59
Jilin-Hydro_Nonpumped-2022,2025.01.22.12,5730.59
Jilin-Hydro_Nonpumped-2022,2025.01.22.16,3292.11
Jilin-Hydro_Nonpumped-2022,2025.01.22.20,5730.59
Jilin-Hydro_Nonpumped-2022,2025.02.08.00,5783.16
Jilin-Hydro_Nonpumped-2022,2025.02.08.04,5783.16
Jilin-Hydro_Nonpumped-2022,2025.02.08.08,5783.16
Jilin-Hydro_Nonpumped-2022,2025.02.08.12,5783.16
Jilin-Hydro_Nonpumped-2022,2025.02.08.16,5408.94
Jilin-Hydro_Nonpumped-2022,2025.02.08.20,4034.33
Jilin-Hydro_Nonpumped-2022,2025.03.21.00,5735.57
Jilin-Hydro_Nonpumped-2022,2025.03.21.04,5735.57
Jilin-Hydro_Nonpumped-2022,2025.03.21.08,5735.57
Jilin-Hydro_Nonpumped-2022,2025.03.21.12,5735.57
Jilin-Hydro_Nonpumped-2022,2025.03.21.16,5126.65
Jilin-Hydro_Nonpumped-2022,2025.03.21.20,3935.93
Jilin-Hydro_Nonpumped-2022,2025.04.11.00,5211.78
Jilin-Hydro_Nonpumped-2022,2025.04.11.04,5211.78
Jilin-Hydro_Nonpumped-2022,2025.04.11.08,5211.78
Jilin-Hydro_Nonpumped-2022,2025.04.11.12,5211.78
Jilin-Hydro_Nonpumped-2022,2025.04.11.16,4561.91
Jilin-Hydro_Nonpumped-2022,2025.04.11.20,310.324
Jilin-Hydro_Nonpumped-2022,2025.05.22.00,4974.19
Jilin-Hydro_Nonpumped-2022,2025.05.22.04,4974.19
Jilin-Hydro_Nonpumped-2022,2025.05.22.08,4350.36
Jilin-Hydro_Nonpumped-2022,2025.05.22.12,4327.96
Jilin-Hydro_Nonpumped-2022,2025.05.22.16,2773.77
Jilin-Hydro_Nonpumped-2022,2025.05.22.20,1467.78
Jilin-Hydro_Nonpumped-2022,2025.06.16.00,4874.71
Jilin-Hydro_Nonpumped-2022,2025.06.16.04,4874.71
Jilin-Hydro_Nonpumped-2022,2025.06.16.08,2715.82
Jilin-Hydro_Nonpumped-2022,2025.06.16.12,2202.45
Jilin-Hydro_Nonpumped-2022,2025.06.16.16,2132.1
Jilin-Hydro_Nonpumped-2022,2025.06.16.20,4874.71
Jilin-Hydro_Nonpumped-2022,2025.07.22.00,4288.49
Jilin-Hydro_Nonpumped-2022,2025.07.22.04,4288.49
Jilin-Hydro_Nonpumped-2022,2025.07.22.08,1008.53
Jilin-Hydro_Nonpumped-2022,2025.07.22.12,3895.21
Jilin-Hydro_Nonpumped-2022,2025.07.22.16,0
Jilin-Hydro_Nonpumped-2022,2025.07.22.20,1159.11
Jilin-Hydro_Nonpumped-2022,2025.08.19.00,0
Jilin-Hydro_Nonpumped-2022,2025.08.19.04,77.52
Jilin-Hydro_Nonpumped-2022,2025.08.19.08,0
Jilin-Hydro_Nonpumped-2022,2025.08.19.12,0
Jilin-Hydro_Nonpumped-2022,2025.08.19.16,0
Jilin-Hydro_Nonpumped-2022,2025.08.19.20,0
Jilin-Hydro_Nonpumped-2022,2025.09.20.00,1758.8
Jilin-Hydro_Nonpumped-2022,2025.09.20.04,0
Jilin-Hydro_Nonpumped-2022,2025.09.20.08,0
Jilin-Hydro_Nonpumped-2022,2025.09.20.12,0
Jilin-Hydro_Nonpumped-2022,2025.09.20.16,0
Jilin-Hydro_Nonpumped-2022,2025.09.20.20,0
Jilin-Hydro_Nonpumped-2022,2025.10.26.00,4189.12
Jilin-Hydro_Nonpumped-2022,2025.10.26.04,4189.12
Jilin-Hydro_Nonpumped-2022,2025.10.26.08,1401.39
Jilin-Hydro_Nonpumped-2022,2025.10.26.12,2419.89
Jilin-Hydro_Nonpumped-2022,2025.10.26.16,1247.92
Jilin-Hydro_Nonpumped-2022,2025.10.26.20,0
Jilin-Hydro_Nonpumped-2022,2025.11.19.00,5103.35
Jilin-Hydro_Nonpumped-2022,2025.11.19.04,5103.35
Jilin-Hydro_Nonpumped-2022,2025.11.19.08,5103.35
Jilin-Hydro_Nonpumped-2022,2025.11.19.12,5103.35
Jilin-Hydro_Nonpumped-2022,2025.11.19.16,593.159
Jilin-Hydro_Nonpumped-2022,2025.11.19.20,3411.64
Jilin-Hydro_Nonpumped-2022,2025.12.16.00,5591.45
Jilin-Hydro_Nonpumped-2022,2025.12.16.04,5591.45
Jilin-Hydro_Nonpumped-2022,2025.12.16.08,5591.45
Jilin-Hydro_Nonpumped-2022,2025.12.16.12,5591.45
Jilin-Hydro_Nonpumped-2022,2025.12.16.16,2698.06
Jilin-Hydro_Nonpumped-2022,2025.12.16.20,5211.57
Jilin-PV-2022,2025.01.22.00,0
Jilin-PV-2022,2025.01.22.04,0
Jilin-PV-2022,2025.01.22.08,0
Jilin-PV-2022,2025.01.22.12,0
Jilin-PV-2022,2025.01.22.16,0
Jilin-PV-2022,2025.01.22.20,0
Jilin-PV-2022,2025.02.08.00,0
Jilin-PV-2022,2025.02.08.04,0
Jilin-PV-2022,2025.02.08.08,0
Jilin-PV-2022,2025.02.08.12,0
Jilin-PV-2022,2025.02.08.16,0
Jilin-PV-2022,2025.02.08.20,0
Jilin-PV-2022,2025.03.21.00,0
Jilin-PV-2022,2025.03.21.04,0
Jilin-PV-2022,2025.03.21.08,0
Jilin-PV-2022,2025.03.21.12,0
Jilin-PV-2022,2025.03.21.16,0
Jilin-PV-2022,2025.03.21.20,0
Jilin-PV-2022,2025.04.11.00,0
Jilin-PV-2022,2025.04.11.04,0
Jilin-PV-2022,2025.04.11.08,0
Jilin-PV-2022,2025.04.11.12,0
Jilin-PV-2022,2025.04.11.16,0
Jilin-PV-2022,2025.04.11.20,0
Jilin-PV-2022,2025.05.22.00,0
Jilin-PV-2022,2025.05.22.04,0
Jilin-PV-2022,2025.05.22.08,0
Jilin-PV-2022,2025.05.22.12,0
Jilin-PV-2022,2025.05.22.16,0
Jilin-PV-2022,2025.05.22.20,0
Jilin-PV-2022,2025.06.16.00,0
Jilin-PV-2022,2025.06.16.04,0
Jilin-PV-2022,2025.06.16.08,0
Jilin-PV-2022,2025.06.16.12,0
Jilin-PV-2022,2025.06.16.16,0
Jilin-PV-2022,2025.06.16.20,0
Jilin-PV-2022,2025.07.22.00,0
Jilin-PV-2022,2025.07.22.04,0
Jilin-PV-2022,2025.07.22.08,0
Jilin-PV-2022,2025.07.22.12,0
Jilin-PV-2022,2025.07.22.16,0
Jilin-PV-2022,2025.07.22.20,0
Jilin-PV-2022,2025.08.19.00,0
Jilin-PV-2022,2025.08.19.04,0
Jilin-PV-2022,2025.08.19.08,0
Jilin-PV-2022,2025.08.19.12,0
Jilin-PV-2022,2025.08.19.16,0
Jilin-PV-2022,2025.08.19.20,0
Jilin-PV-2022,2025.09.20.00,0
Jilin-PV-2022,2025.09.20.04,0
Jilin-PV-2022,2025.09.20.08,0
Jilin-PV-2022,2025.09.20.12,0
Jilin-PV-2022,2025.09.20.16,0
Jilin-PV-2022,2025.09.20.20,0
Jilin-PV-2022,2025.10.26.00,0
Jilin-PV-2022,2025.10.26.04,0
Jilin-PV-2022,2025.10.26.08,0
Jilin-PV-2022,2025.10.26.12,0
